acct_id,person_id,platform,username,display_name,email,type,department,title,manager_id,hr_status,status,last_login,dormancy_days,mfa_enabled,is_admin,created_at
acct-git-ID-0003-95544b,ID-0003,github,robertor64,Roberto Ramirez,lisa02@example.net,human,Security,CISO,ID-0002,terminated,active,2026-06-17T12:44:11.753005,3,True,False,2025-05-08T12:44:11.753005
acct-aws-ID-0004-7530f8,ID-0004,aws_iam,nhoward,Noah Howard,susanrogers@example.org,human,Engineering,Staff Engineer,ID-0002,terminated,disabled,2026-06-05T09:44:11.753005,15,True,False,2025-09-21T12:44:11.753005
acct-act-ID-0004-ae206d,ID-0004,active_directory,noah.howard,Noah Howard,susanrogers@example.org,human,Engineering,Staff Engineer,ID-0002,terminated,active,2026-05-21T12:44:11.753005,30,True,False,2025-08-21T12:44:11.753005
acct-git-ID-0005-911d4f,ID-0005,github,davidn49,David Nielsen,cassandra07@example.net,human,Finance,Financial Analyst,ID-0001,active,active,2025-12-25T12:44:11.753005,177,True,False,2025-04-08T12:44:11.753005
acct-okt-ID-0005-91ff88,ID-0005,okta,david.nielsen,David Nielsen,cassandra07@example.net,human,Finance,Financial Analyst,ID-0001,active,active,2025-11-23T12:44:11.753005,209,False,False,2026-04-23T12:44:11.753005
acct-okt-ID-0006-0d45f2,ID-0006,okta,nicole.ward,Nicole Ward,arnoldmaria@example.net,human,Sales,Account Executive,ID-0002,terminated,disabled,2026-06-04T01:44:11.753005,16,True,False,2026-04-06T12:44:11.753005
acct-git-ID-0006-603e58,ID-0006,github,nicolew76,Nicole Ward,arnoldmaria@example.net,human,Sales,Account Executive,ID-0002,terminated,active,2026-05-27T12:44:11.753005,24,True,False,2026-03-11T12:44:11.753005
acct-sal-ID-0006-801c79,ID-0006,salesforce,nicole.ward,Nicole Ward,arnoldmaria@example.net,human,Sales,Account Executive,ID-0002,terminated,disabled,2026-05-23T04:44:11.753005,28,True,False,2024-07-08T12:44:11.753005
acct-act-ID-0006-864582,ID-0006,active_directory,nicole.ward,Nicole Ward,arnoldmaria@example.net,human,Sales,Account Executive,ID-0002,terminated,active,2026-06-06T12:44:11.753005,14,True,False,2025-04-01T12:44:11.753005
acct-okt-ID-0007-267210,ID-0007,okta,kendra.galloway,Kendra Galloway,janetwilliams@example.org,human,Product,Senior PM,ID-0004,active,active,2025-12-28T12:44:11.753005,174,True,False,2025-08-04T12:44:11.753005
acct-git-ID-0007-e26206,ID-0007,github,kendrag21,Kendra Galloway,janetwilliams@example.org,human,Product,Senior PM,ID-0004,active,active,2025-09-01T12:44:11.753005,292,False,False,2025-10-30T12:44:11.753005
acct-aws-ID-0007-9268e2,ID-0007,aws_iam,kgalloway,Kendra Galloway,janetwilliams@example.org,human,Product,Senior PM,ID-0004,active,active,2025-09-17T12:44:11.753005,276,True,False,2025-03-23T12:44:11.753005
acct-sal-ID-0007-7ee2a8,ID-0007,salesforce,kendra.galloway,Kendra Galloway,janetwilliams@example.org,human,Product,Senior PM,ID-0004,active,active,2025-08-21T12:44:11.753005,303,False,False,2025-09-14T12:44:11.753005
acct-sal-ID-0008-379d1c,ID-0008,salesforce,cynthia.diaz,Cynthia Diaz,michellejames@example.com,human,Finance,Financial Analyst,ID-0007,terminated,active,2026-05-25T12:44:11.753005,26,True,False,2024-10-26T12:44:11.753005
acct-aws-ID-0008-9bbc9b,ID-0008,aws_iam,cdiaz,Cynthia Diaz,michellejames@example.com,human,Finance,Financial Analyst,ID-0007,terminated,active,2026-05-21T12:44:11.753005,30,True,False,2025-02-15T12:44:11.753005
acct-act-ID-0009-f7f365,ID-0009,active_directory,cynthia.ferguson,Cynthia Ferguson,michael41@example.net,human,Marketing,Growth Engineer,ID-0004,active,active,2025-11-27T12:44:11.753005,205,True,False,2025-12-31T12:44:11.753005
acct-okt-ID-0009-1e1a4c,ID-0009,okta,cynthia.ferguson,Cynthia Ferguson,michael41@example.net,human,Marketing,Growth Engineer,ID-0004,active,active,2025-08-24T12:44:11.753005,300,True,False,2025-03-23T12:44:11.753005
acct-sal-ID-0009-1bd1af,ID-0009,salesforce,cynthia.ferguson,Cynthia Ferguson,michael41@example.net,human,Marketing,Growth Engineer,ID-0004,active,active,2025-11-06T12:44:11.753005,226,True,False,2025-03-17T12:44:11.753005
acct-git-ID-0010-3cf3ad,ID-0010,github,haileyr38,Hailey Robinson,frankgray@example.net,human,Engineering,Engineering Manager,ID-0004,terminated,active,2026-06-19T12:44:11.753005,1,True,False,2024-06-25T12:44:11.753005
acct-aws-ID-0010-5f011e,ID-0010,aws_iam,hrobinson,Hailey Robinson,frankgray@example.net,human,Engineering,Engineering Manager,ID-0004,terminated,disabled,2026-06-15T01:44:11.753005,5,True,False,2026-02-25T12:44:11.753005
acct-sal-ID-0010-2042a5,ID-0010,salesforce,hailey.robinson,Hailey Robinson,frankgray@example.net,human,Engineering,Engineering Manager,ID-0004,terminated,active,2026-06-09T12:44:11.753005,11,True,False,2025-06-21T12:44:11.753005
acct-sal-ID-0011-807834,ID-0011,salesforce,linda.morales,Linda Morales,megan03@example.org,human,Sales,Sales Engineer,ID-0007,terminated,active,2026-06-17T12:44:11.753005,3,True,False,2025-10-29T12:44:11.753005
acct-act-ID-0011-f4c469,ID-0011,active_directory,linda.morales,Linda Morales,megan03@example.org,human,Sales,Sales Engineer,ID-0007,terminated,active,2026-06-16T12:44:11.753005,4,True,False,2025-05-09T12:44:11.753005
acct-git-ID-0012-2e17eb,ID-0012,github,leonardr19,Leonard Rios,clarksherri@example.net,human,Sales,Account Executive,ID-0009,terminated,active,2026-05-30T12:44:11.753005,21,True,False,2025-07-17T12:44:11.753005
acct-sal-ID-0012-70fffd,ID-0012,salesforce,leonard.rios,Leonard Rios,clarksherri@example.net,human,Sales,Account Executive,ID-0009,terminated,disabled,2026-06-15T08:44:11.753005,5,True,False,2024-11-22T12:44:11.753005
acct-okt-ID-0012-355fb6,ID-0012,okta,leonard.rios,Leonard Rios,clarksherri@example.net,human,Sales,Account Executive,ID-0009,terminated,active,2026-05-23T12:44:11.753005,28,True,False,2025-03-04T12:44:11.753005
acct-act-ID-0012-f7cb39,ID-0012,active_directory,leonard.rios,Leonard Rios,clarksherri@example.net,human,Sales,Account Executive,ID-0009,terminated,active,2026-05-27T12:44:11.753005,24,True,False,2025-01-30T12:44:11.753005
acct-sal-ID-0013-ca9f96,ID-0013,salesforce,douglas.taylor,Douglas Taylor,pwilkerson@example.com,human,Product,Product Manager,ID-0003,terminated,active,2026-06-09T12:44:11.753005,11,True,False,2025-10-16T12:44:11.753005
acct-git-ID-0013-b4f8db,ID-0013,github,douglast53,Douglas Taylor,pwilkerson@example.com,human,Product,Product Manager,ID-0003,terminated,disabled,2026-06-08T13:44:11.753005,11,True,False,2024-12-08T12:44:11.753005
acct-aws-ID-0013-c138ec,ID-0013,aws_iam,dtaylor,Douglas Taylor,pwilkerson@example.com,human,Product,Product Manager,ID-0003,terminated,active,2026-06-12T12:44:11.753005,8,False,False,2026-05-04T12:44:11.753005
acct-sal-ID-0014-4be20d,ID-0014,salesforce,michael.osborn,Michael Osborn,julie69@example.com,human,Product,Senior PM,ID-0005,active,active,2025-11-28T12:44:11.753005,204,True,False,2025-08-17T12:44:11.753005
acct-okt-ID-0014-feff7a,ID-0014,okta,michael.osborn,Michael Osborn,julie69@example.com,human,Product,Senior PM,ID-0005,active,active,2025-12-02T12:44:11.753005,200,True,False,2025-11-13T12:44:11.753005
acct-aws-ID-0014-1198bc,ID-0014,aws_iam,mosborn,Michael Osborn,julie69@example.com,human,Product,Senior PM,ID-0005,active,active,2025-08-19T12:44:11.753005,305,True,False,2025-11-04T12:44:11.753005
acct-aws-ID-0015-3981f1,ID-0015,aws_iam,mhernandez,Michelle Hernandez,williamdavis@example.org,human,Engineering,Senior Engineer,ID-0008,terminated,active,2026-06-04T12:44:11.753005,16,True,False,2025-11-14T12:44:11.753005
acct-git-ID-0015-70c679,ID-0015,github,michelleh24,Michelle Hernandez,williamdavis@example.org,human,Engineering,Senior Engineer,ID-0008,terminated,active,2026-06-17T12:44:11.753005,3,True,False,2024-10-22T12:44:11.753005
acct-act-ID-0015-96abdf,ID-0015,active_directory,michelle.hernandez,Michelle Hernandez,williamdavis@example.org,human,Engineering,Senior Engineer,ID-0008,terminated,disabled,2026-05-27T16:44:11.753005,23,True,False,2025-02-14T12:44:11.753005
acct-aws-ID-0016-a0bdcf,ID-0016,aws_iam,pcarlson,Paul Carlson,laurahenderson@example.org,human,Sales,VP Sales,ID-0003,active,active,2026-01-31T12:44:11.753005,140,True,False,2025-11-25T12:44:11.753005
acct-okt-ID-0016-47fa2a,ID-0016,okta,paul.carlson,Paul Carlson,laurahenderson@example.org,human,Sales,VP Sales,ID-0003,active,active,2025-11-08T12:44:11.753005,224,False,False,2025-07-27T12:44:11.753005
acct-aws-ID-0017-9f1acb,ID-0017,aws_iam,ewilson,Erin Wilson,jrice@example.org,human,Sales,VP Sales,ID-0002,active,active,2026-01-22T12:44:11.753005,149,False,False,2025-12-27T12:44:11.753005
acct-okt-ID-0017-3f5683,ID-0017,okta,erin.wilson,Erin Wilson,jrice@example.org,human,Sales,VP Sales,ID-0002,active,active,2025-06-30T12:44:11.753005,355,True,False,2025-01-27T12:44:11.753005
acct-git-ID-0017-ca2027,ID-0017,github,erinw44,Erin Wilson,jrice@example.org,human,Sales,VP Sales,ID-0002,active,active,2025-10-05T12:44:11.753005,258,False,False,2024-09-16T12:44:11.753005
acct-act-ID-0017-4e7223,ID-0017,active_directory,erin.wilson,Erin Wilson,jrice@example.org,human,Sales,VP Sales,ID-0002,active,active,2025-12-18T12:44:11.753005,184,True,False,2025-09-29T12:44:11.753005
acct-act-ID-0018-f2d633,ID-0018,active_directory,ryan.chavez,Ryan Chavez,kayla51@example.com,human,IT Operations,IT Admin,ID-0008,active,active,2026-01-05T12:44:11.753005,166,True,False,2025-01-25T12:44:11.753005
acct-aws-ID-0018-6916f3,ID-0018,aws_iam,rchavez,Ryan Chavez,kayla51@example.com,human,IT Operations,IT Admin,ID-0008,active,active,2025-07-16T12:44:11.753005,339,True,False,2025-03-26T12:44:11.753005
acct-git-ID-0018-51bb36,ID-0018,github,ryanc94,Ryan Chavez,kayla51@example.com,human,IT Operations,IT Admin,ID-0008,active,active,2025-07-27T12:44:11.753005,328,True,False,2025-07-03T12:44:11.753005
acct-okt-ID-0018-b1b52b,ID-0018,okta,ryan.chavez,Ryan Chavez,kayla51@example.com,human,IT Operations,IT Admin,ID-0008,active,active,2025-09-05T12:44:11.753005,288,True,False,2025-11-10T12:44:11.753005
acct-git-ID-0019-c931c2,ID-0019,github,monicae13,Monica Evans,teresa28@example.org,human,Legal,Legal Counsel,ID-0004,terminated,active,2026-06-12T12:44:11.753005,8,True,False,2026-05-07T12:44:11.753005
acct-sal-ID-0019-85d5d2,ID-0019,salesforce,monica.evans,Monica Evans,teresa28@example.org,human,Legal,Legal Counsel,ID-0004,terminated,disabled,2026-05-31T19:44:11.753005,19,True,False,2025-07-27T12:44:11.753005
acct-act-ID-0019-535d0b,ID-0019,active_directory,monica.evans,Monica Evans,teresa28@example.org,human,Legal,Legal Counsel,ID-0004,terminated,active,2026-06-02T12:44:11.753005,18,True,False,2025-11-07T12:44:11.753005
acct-okt-ID-0020-2f5c59,ID-0020,okta,stephanie.nielsen,Stephanie Nielsen,ericfarmer@example.net,human,Security,Security Analyst,ID-0010,terminated,active,2026-05-29T12:44:11.753005,22,True,False,2024-11-16T12:44:11.753005
acct-act-ID-0020-d6dd07,ID-0020,active_directory,stephanie.nielsen,Stephanie Nielsen,ericfarmer@example.net,human,Security,Security Analyst,ID-0010,terminated,active,2026-05-21T12:44:11.753005,30,True,False,2024-10-13T12:44:11.753005
acct-aws-ID-0020-0a9cfd,ID-0020,aws_iam,snielsen,Stephanie Nielsen,ericfarmer@example.net,human,Security,Security Analyst,ID-0010,terminated,disabled,2026-06-06T22:44:11.753005,13,True,False,2024-12-30T12:44:11.753005
acct-sal-ID-0020-45c2e0,ID-0020,salesforce,stephanie.nielsen,Stephanie Nielsen,ericfarmer@example.net,human,Security,Security Analyst,ID-0010,terminated,disabled,2026-06-06T08:44:11.753005,14,False,False,2025-02-08T12:44:11.753005
acct-git-ID-0021-c1d70d,ID-0021,github,sarahk50,Sarah Koch,georgetracy@example.org,human,Security,Security Analyst,ID-0010,terminated,disabled,2026-05-24T18:44:11.753005,26,True,False,2026-03-12T12:44:11.753005
acct-act-ID-0021-4fd323,ID-0021,active_directory,sarah.koch,Sarah Koch,georgetracy@example.org,human,Security,Security Analyst,ID-0010,terminated,disabled,2026-06-10T19:44:11.753005,9,True,False,2025-02-21T12:44:11.753005
acct-aws-ID-0021-618555,ID-0021,aws_iam,skoch,Sarah Koch,georgetracy@example.org,human,Security,Security Analyst,ID-0010,terminated,active,2026-06-18T12:44:11.753005,2,False,False,2025-03-06T12:44:11.753005
acct-okt-ID-0021-67551e,ID-0021,okta,sarah.koch,Sarah Koch,georgetracy@example.org,human,Security,Security Analyst,ID-0010,terminated,active,2026-06-14T12:44:11.753005,6,True,False,2026-03-02T12:44:11.753005
acct-git-ID-0022-319491,ID-0022,github,christophert68,Christopher Tucker,john39@example.org,human,IT Operations,IT Manager,ID-0004,terminated,active,2026-05-22T12:44:11.753005,29,True,False,2024-11-08T12:44:11.753005
acct-okt-ID-0022-05c165,ID-0022,okta,christopher.tucker,Christopher Tucker,john39@example.org,human,IT Operations,IT Manager,ID-0004,terminated,active,2026-06-06T12:44:11.753005,14,True,False,2025-10-30T12:44:11.753005
acct-act-ID-0023-177289,ID-0023,active_directory,david.alvarez,David Alvarez,spenceamanda@example.org,human,Finance,CFO,ID-0022,terminated,active,2026-05-29T12:44:11.753005,22,True,False,2025-09-28T12:44:11.753005
acct-git-ID-0023-726643,ID-0023,github,davida34,David Alvarez,spenceamanda@example.org,human,Finance,CFO,ID-0022,terminated,active,2026-05-26T12:44:11.753005,25,True,False,2024-08-17T12:44:11.753005
acct-aws-ID-0023-914d2f,ID-0023,aws_iam,dalvarez,David Alvarez,spenceamanda@example.org,human,Finance,CFO,ID-0022,terminated,active,2026-06-15T12:44:11.753005,5,True,False,2025-06-21T12:44:11.753005
acct-sal-ID-0024-9140a8,ID-0024,salesforce,tamara.hickman,Tamara Hickman,josephbrennan@example.com,human,Product,Product Manager,ID-0011,active,active,2025-07-29T12:44:11.753005,326,True,False,2026-01-24T12:44:11.753005
acct-okt-ID-0024-a1ad68,ID-0024,okta,tamara.hickman,Tamara Hickman,josephbrennan@example.com,human,Product,Product Manager,ID-0011,active,active,2025-07-15T12:44:11.753005,340,True,False,2026-02-18T12:44:11.753005
acct-act-ID-0024-79562e,ID-0024,active_directory,tamara.hickman,Tamara Hickman,josephbrennan@example.com,human,Product,Product Manager,ID-0011,active,active,2025-10-27T12:44:11.753005,236,True,False,2024-08-06T12:44:11.753005
acct-aws-ID-0024-72ace6,ID-0024,aws_iam,thickman,Tamara Hickman,josephbrennan@example.com,human,Product,Product Manager,ID-0011,active,active,2025-10-23T12:44:11.753005,240,True,False,2024-10-24T12:44:11.753005
acct-git-ID-0025-4f19fb,ID-0025,github,debrak15,Debra Kim,jenniferross@example.net,human,Product,VP Product,ID-0022,terminated,active,2026-06-04T12:44:11.753005,16,True,False,2025-09-23T12:44:11.753005
acct-act-ID-0025-1d719c,ID-0025,active_directory,debra.kim,Debra Kim,jenniferross@example.net,human,Product,VP Product,ID-0022,terminated,active,2026-05-29T12:44:11.753005,22,True,False,2025-03-23T12:44:11.753005
acct-sal-ID-0025-9ff7b1,ID-0025,salesforce,debra.kim,Debra Kim,jenniferross@example.net,human,Product,VP Product,ID-0022,terminated,active,2026-06-08T12:44:11.753005,12,True,False,2025-02-20T12:44:11.753005
acct-git-ID-0026-cb36f7,ID-0026,github,matthewc34,Matthew Chapman,omartinez@example.org,human,DevOps,Platform Engineer,ID-0011,terminated,disabled,2026-06-15T06:44:11.753005,5,True,False,2025-10-16T12:44:11.753005
acct-okt-ID-0026-ac2b66,ID-0026,okta,matthew.chapman,Matthew Chapman,omartinez@example.org,human,DevOps,Platform Engineer,ID-0011,terminated,disabled,2026-06-18T08:44:11.753005,2,True,False,2024-10-20T12:44:11.753005
acct-sal-ID-0027-6dc478,ID-0027,salesforce,crystal.perez,Crystal Perez,briannasmith@example.net,human,Product,VP Product,ID-0010,terminated,disabled,2026-06-08T16:44:11.753005,11,True,False,2024-11-14T12:44:11.753005
acct-act-ID-0027-d9c45a,ID-0027,active_directory,crystal.perez,Crystal Perez,briannasmith@example.net,human,Product,VP Product,ID-0010,terminated,active,2026-06-19T12:44:11.753005,1,True,False,2025-05-20T12:44:11.753005
acct-git-ID-0028-a28a1a,ID-0028,github,joshuaw18,Joshua Washington,heathchad@example.org,human,IT Operations,Help Desk,ID-0001,terminated,active,2026-06-08T12:44:11.753005,12,True,False,2025-10-07T12:44:11.753005
acct-act-ID-0028-e26bc0,ID-0028,active_directory,joshua.washington,Joshua Washington,heathchad@example.org,human,IT Operations,Help Desk,ID-0001,terminated,active,2026-06-19T12:44:11.753005,1,True,False,2025-04-05T12:44:11.753005
acct-aws-ID-0029-b27668,ID-0029,aws_iam,tmueller,Thomas Mueller,jenniferkhan@example.net,human,Legal,Compliance Manager,ID-0010,terminated,active,2026-06-02T12:44:11.753005,18,True,False,2025-02-11T12:44:11.753005
acct-act-ID-0029-9cc708,ID-0029,active_directory,thomas.mueller,Thomas Mueller,jenniferkhan@example.net,human,Legal,Compliance Manager,ID-0010,terminated,disabled,2026-06-15T14:44:11.753005,4,True,False,2025-02-13T12:44:11.753005
acct-git-ID-0029-f2f2e0,ID-0029,github,thomasm61,Thomas Mueller,jenniferkhan@example.net,human,Legal,Compliance Manager,ID-0010,terminated,disabled,2026-06-02T18:44:11.753005,17,True,False,2024-07-09T12:44:11.753005
acct-sal-ID-0029-74de4b,ID-0029,salesforce,thomas.mueller,Thomas Mueller,jenniferkhan@example.net,human,Legal,Compliance Manager,ID-0010,terminated,active,2026-05-24T12:44:11.753005,27,False,False,2025-03-05T12:44:11.753005
acct-act-ID-0030-a0f8ca,ID-0030,active_directory,ryan.henderson,Ryan Henderson,glee@example.net,human,Security,Security Analyst,ID-0017,terminated,disabled,2026-05-23T02:44:11.753005,28,True,False,2024-09-14T12:44:11.753005
acct-git-ID-0030-12fae2,ID-0030,github,ryanh74,Ryan Henderson,glee@example.net,human,Security,Security Analyst,ID-0017,terminated,active,2026-06-04T12:44:11.753005,16,True,False,2025-05-28T12:44:11.753005
acct-aws-ID-0030-68ac8c,ID-0030,aws_iam,rhenderson,Ryan Henderson,glee@example.net,human,Security,Security Analyst,ID-0017,terminated,disabled,2026-06-15T14:44:11.753005,4,True,False,2024-09-05T12:44:11.753005
acct-okt-ID-0031-7e5395,ID-0031,okta,denise.lucas,Denise Lucas,dshields@example.net,human,Security,CISO,ID-0009,active,active,2025-09-29T12:44:11.753005,264,True,False,2024-08-11T12:44:11.753005
acct-act-ID-0031-c06713,ID-0031,active_directory,denise.lucas,Denise Lucas,dshields@example.net,human,Security,CISO,ID-0009,active,active,2025-11-05T12:44:11.753005,227,True,False,2025-05-08T12:44:11.753005
acct-git-ID-0031-eb84d3,ID-0031,github,denisel86,Denise Lucas,dshields@example.net,human,Security,CISO,ID-0009,active,active,2025-07-09T12:44:11.753005,346,True,False,2025-12-11T12:44:11.753005
acct-git-ID-0032-06c914,ID-0032,github,johnl75,John Lee,powellmatthew@example.org,human,DevOps,Platform Engineer,ID-0031,terminated,active,2026-06-16T12:44:11.753005,4,True,False,2024-07-07T12:44:11.753005
acct-sal-ID-0032-ab8c20,ID-0032,salesforce,john.lee,John Lee,powellmatthew@example.org,human,DevOps,Platform Engineer,ID-0031,terminated,active,2026-06-13T12:44:11.753005,7,True,False,2025-09-02T12:44:11.753005
acct-aws-ID-0032-6208e2,ID-0032,aws_iam,jlee,John Lee,powellmatthew@example.org,human,DevOps,Platform Engineer,ID-0031,terminated,disabled,2026-05-30T06:44:11.753005,21,True,False,2025-04-27T12:44:11.753005
acct-act-ID-0032-785d64,ID-0032,active_directory,john.lee,John Lee,powellmatthew@example.org,human,DevOps,Platform Engineer,ID-0031,terminated,active,2026-05-29T12:44:11.753005,22,True,False,2026-04-08T12:44:11.753005
acct-act-ID-0033-06ed5b,ID-0033,active_directory,steven.baxter,Steven Baxter,ltaylor@example.com,human,HR,Recruiter,ID-0026,terminated,active,2026-05-31T12:44:11.753005,20,True,False,2025-02-28T12:44:11.753005
acct-git-ID-0033-205528,ID-0033,github,stevenb85,Steven Baxter,ltaylor@example.com,human,HR,Recruiter,ID-0026,terminated,active,2026-06-07T12:44:11.753005,13,True,False,2025-06-14T12:44:11.753005
acct-sal-ID-0033-965276,ID-0033,salesforce,steven.baxter,Steven Baxter,ltaylor@example.com,human,HR,Recruiter,ID-0026,terminated,active,2026-06-03T12:44:11.753005,17,True,False,2025-05-29T12:44:11.753005
acct-sal-ID-0034-c84eb2,ID-0034,salesforce,corey.pearson,Corey Pearson,ramosmichelle@example.net,human,Security,Security Engineer,ID-0012,terminated,active,2026-05-26T12:44:11.753005,25,True,False,2024-10-05T12:44:11.753005
acct-aws-ID-0034-d07016,ID-0034,aws_iam,cpearson,Corey Pearson,ramosmichelle@example.net,human,Security,Security Engineer,ID-0012,terminated,active,2026-05-30T12:44:11.753005,21,True,False,2026-03-13T12:44:11.753005
acct-git-ID-0035-e36822,ID-0035,github,gabrielt17,Gabriel Tucker,novaksara@example.org,human,Sales,VP Sales,ID-0004,terminated,disabled,2026-06-04T18:44:11.753005,15,True,False,2024-08-30T12:44:11.753005
acct-sal-ID-0035-05155c,ID-0035,salesforce,gabriel.tucker,Gabriel Tucker,novaksara@example.org,human,Sales,VP Sales,ID-0004,terminated,active,2026-05-25T12:44:11.753005,26,True,False,2024-07-23T12:44:11.753005
acct-act-ID-0035-4230a8,ID-0035,active_directory,gabriel.tucker,Gabriel Tucker,novaksara@example.org,human,Sales,VP Sales,ID-0004,terminated,disabled,2026-06-14T01:44:11.753005,6,True,False,2026-02-24T12:44:11.753005
acct-sal-ID-0036-125cef,ID-0036,salesforce,nicholas.galloway,Nicholas Galloway,michellebarrera@example.org,human,Product,VP Product,ID-0028,active,active,2026-06-04T14:44:11.753005,15,True,True,2024-06-25T12:44:11.753005
acct-aws-ID-0036-915727,ID-0036,aws_iam,ngalloway,Nicholas Galloway,michellebarrera@example.org,human,Product,VP Product,ID-0028,active,active,2026-06-17T16:44:11.753005,2,True,True,2024-06-26T12:44:11.753005
acct-git-ID-0036-bb7728,ID-0036,github,nicholasg87,Nicholas Galloway,michellebarrera@example.org,human,Product,VP Product,ID-0028,active,active,2026-06-14T02:44:11.753005,6,True,True,2025-05-28T12:44:11.753005
acct-sal-ID-0037-6abbc1,ID-0037,salesforce,heather.cross,Heather Cross,sara74@example.com,human,Finance,Financial Analyst,ID-0005,active,active,2026-06-06T11:44:11.753005,14,True,True,2026-02-15T12:44:11.753005
acct-git-ID-0037-61ecfa,ID-0037,github,heatherc56,Heather Cross,sara74@example.com,human,Finance,Financial Analyst,ID-0005,active,active,2026-06-07T07:44:11.753005,13,True,True,2025-01-09T12:44:11.753005
acct-okt-ID-0037-f2c6d4,ID-0037,okta,heather.cross,Heather Cross,sara74@example.com,human,Finance,Financial Analyst,ID-0005,active,active,2026-06-17T04:44:11.753005,3,True,True,2024-11-15T12:44:11.753005
acct-git-ID-0038-a5e4c2,ID-0038,github,tanyar98,Tanya Riley,smoore@example.org,human,HR,Recruiter,ID-0008,active,active,2026-05-24T20:44:11.753005,26,True,True,2025-05-13T12:44:11.753005
acct-aws-ID-0038-75f1c1,ID-0038,aws_iam,triley,Tanya Riley,smoore@example.org,human,HR,Recruiter,ID-0008,active,active,2026-06-01T08:44:11.753005,19,True,True,2025-11-04T12:44:11.753005
acct-act-ID-0038-070d7b,ID-0038,active_directory,tanya.riley,Tanya Riley,smoore@example.org,human,HR,Recruiter,ID-0008,active,active,2026-06-04T04:44:11.753005,16,False,True,2024-09-09T12:44:11.753005
acct-okt-ID-0038-52e59b,ID-0038,okta,tanya.riley,Tanya Riley,smoore@example.org,human,HR,Recruiter,ID-0008,active,active,2026-06-04T15:44:11.753005,15,True,True,2026-01-14T12:44:11.753005
acct-aws-ID-0039-7e877d,ID-0039,aws_iam,tcalhoun,Thomas Calhoun,adkinsbrian@example.net,human,Legal,Legal Counsel,ID-0027,active,active,2026-06-05T14:44:11.753005,14,True,True,2024-12-23T12:44:11.753005
acct-git-ID-0039-f7eb0d,ID-0039,github,thomasc38,Thomas Calhoun,adkinsbrian@example.net,human,Legal,Legal Counsel,ID-0027,active,active,2026-06-19T07:44:11.753005,1,False,True,2025-12-23T12:44:11.753005
acct-act-ID-0040-c15c82,ID-0040,active_directory,casey.jones,Casey Jones,brianromero@example.org,human,Security,SOC Analyst,ID-0028,active,active,2026-06-11T07:44:11.753005,9,True,True,2026-01-28T12:44:11.753005
acct-sal-ID-0040-520855,ID-0040,salesforce,casey.jones,Casey Jones,brianromero@example.org,human,Security,SOC Analyst,ID-0028,active,active,2026-06-10T07:44:11.753005,10,False,True,2026-03-18T12:44:11.753005
